"year","month","day","hour","mintemp","maxtemp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","minpressure","maxpressure","visib","delayed"
2013,1,7,8,37.04,39.92,28.04,69.63,300,13.80936,15.8915353008,0,1019.3,1019.8,10,"1"
2013,1,7,9,35.96,39.92,28.04,72.66,300,16.11092,18.5401245176,0,1020.2,1020.6,10,"1"
2013,1,7,10,35.06,39.92,28.04,72.03,300,12.65858,14.5672406924,0,1021.3,1021.7,10,"1"
2013,1,7,11,35.96,39.02,28.04,72.66,300,12.65858,14.5672406924,0,1022.4,1023.1,10,"1"
2013,1,7,12,37.94,39.92,28.94,69.73,300,13.80936,15.8915353008,0,1023.5,1024.1,10,"1"
2013,1,7,13,39.92,42.08,28.94,64.54,310,16.11092,18.5401245176,0,1024.4,1025.1,10,"1"
2013,1,7,14,42.08,44.06,26.96,54.73,320,18.41248,21.1887137344,0,1025.6,1025.9,10,"1"
2013,1,7,15,42.98,46.04,26.06,50.94,330,14.96014,17.2158299092,0,1026.3,1026.5,10,"1"
2013,1,7,16,42.98,46.04,24.08,46.91,310,13.80936,15.8915353008,0,1026.3,1026.6,10,"1"
2013,1,7,17,44.06,46.94,21.92,39.57,340,14.96014,17.2158299092,0,1026.8,1027,10,"1"
2013,1,7,18,44.96,46.04,21.92,39.72,360,11.5078,13.242946084,0,1026.8,1027.3,10,"1"
2013,1,7,19,44.96,46.94,21.92,39.72,340,11.5078,13.242946084,0,1027.6,1027.9,10,"1"
2013,1,7,20,44.96,44.96,19.04,35.14,340,8.05546,9.2700622588,0,1028.4,1028.5,10,"1"
2013,1,7,21,41,42.98,21.92,42.84,350,6.90468,7.9457676504,0,1028.7,1029.2,10,"1"
2013,1,7,22,37.94,37.94,19.94,47.89,160,4.60312,5.2971784336,0,1029.6,1029.6,10,"0"
2013,1,7,23,39.92,39.92,19.94,44.33,0,0,0,0,1029.5,1029.5,10,"1"
2013,1,8,5,32,39.02,26.06,78.45,240,8.05546,9.2700622588,0,1028.9,1029.6,10,"1"
2013,1,8,6,32,37.94,26.96,81.42,230,8.05546,9.2700622588,0,1028.7,1029.4,10,"1"
2013,1,8,7,32,37.04,28.04,85.12,230,6.90468,7.9457676504,0,1028.6,1029.2,10,"1"
2013,1,8,8,30.92,37.04,28.94,81.95,220,10.35702,11.9186514756,0,1028,1028.7,10,"1"
2013,1,8,9,30.02,37.04,28.04,81.5,240,11.5078,13.242946084,0,1028.3,1028.7,10,"1"
2013,1,8,10,28.94,37.04,28.04,81.8,230,10.35702,11.9186514756,0,1028.6,1029.3,10,"1"
2013,1,8,11,30.92,37.04,28.04,78.35,230,13.80936,15.8915353008,0,1029.1,1029.8,10,"1"
2013,1,8,12,30.02,37.94,28.94,81.27,230,13.80936,15.8915353008,0,1029.8,1030.5,10,"1"
2013,1,8,13,35.06,39.02,30.92,72.46,240,12.65858,14.5672406924,0,1030.4,1031.1,10,"1"
2013,1,8,14,39.02,41,30.92,67.09,240,11.5078,13.242946084,0,1030.2,1031,10,"1"
2013,1,8,15,42.08,44.06,30.92,62.16,240,17.2617,19.864419126,0,1029.7,1030.4,10,"1"
2013,1,8,16,44.96,46.04,30.02,55.56,230,17.2617,19.864419126,0,1028.1,1028.8,10,"1"
2013,1,8,17,46.94,46.94,30.92,53.47,230,14.96014,17.2158299092,0,1027.9,1028.5,10,"1"
2013,1,8,18,48.02,48.92,30.02,49.5,250,12.65858,14.5672406924,0,1027.5,1028.1,10,"1"
2013,1,8,19,48.02,48.92,30.92,51.34,250,11.5078,13.242946084,0,1027.6,1028.5,10,"1"
2013,1,8,20,46.94,48.92,30.92,53.47,250,12.65858,14.5672406924,0,1027.5,1028.3,10,"1"
2013,1,8,21,44.06,48.02,30.92,59.64,230,11.5078,13.242946084,0,1027.5,1028.4,10,"1"
2013,1,8,22,42.98,42.98,32,64.93,230,11.5078,13.242946084,0,1028.6,1028.6,10,"1"
2013,1,8,23,42.08,42.08,32,67.22,230,12.65858,14.5672406924,0,1029.1,1029.1,10,"0"
2013,1,9,5,35.06,39.92,30.92,84.69,240,5.7539,6.621473042,0,1028.9,1029.6,10,"0"
2013,1,9,6,33.98,41,30.92,84.69,230,3.45234,3.9728838252,0,1028.5,1029.1,10,"1"
2013,1,9,7,35.06,39.92,32,88.47,220,4.60312,5.2971784336,0,1028.5,1029.1,10,"1"
2013,1,9,8,35.06,39.02,32,88.47,0,0,0,0,1028.2,1028.7,10,"1"
2013,1,9,9,35.06,39.92,33.08,92.4,0,0,0,0,1028,1028.6,10,"1"
2013,1,9,10,35.06,37.94,32,81.8,50,4.60312,5.2971784336,0,1028,1028.4,10,"1"
2013,1,9,11,35.06,37.94,33.08,82.46,60,5.7539,6.621473042,0,1028.2,1028.6,9,"1"
2013,1,9,12,33.98,37.04,33.08,88.42,,4.60312,5.2971784336,0,1028.7,1029.1,8,"1"
2013,1,9,13,37.04,39.92,37.04,89.34,0,0,0,0,1028.7,1029.2,7,"1"
2013,1,9,14,42.08,44.96,37.04,73.59,210,4.60312,5.2971784336,0,1028.3,1029,8,"1"
2013,1,9,15,44.06,46.94,35.06,65.07,170,9.20624,10.5943568672,0,1026.4,1027.2,10,"1"
2013,1,9,16,46.04,46.94,37.04,70.64,230,8.05546,9.2700622588,0,1025.4,1026.3,10,"1"
2013,1,9,17,46.04,48.02,33.98,62.56,220,10.35702,11.9186514756,0,1024,1024.6,10,"1"
2013,1,9,18,46.94,48.02,35.06,63.13,270,9.20624,10.5943568672,0,1024.5,1025.1,10,"1"
2013,1,9,19,46.4,48.02,35.06,63.13,180,14.96014,17.2158299092,0,1020.8,1022.5,10,"1"
2013,1,9,20,45.32,48.92,37.04,70.56,210,13.80936,15.8915353008,0,1020.3,1021.4,10,"1"
2013,1,9,21,46.04,50,39.02,76.35,240,11.5078,13.242946084,0,1020.6,1021.1,10,"1"
2013,1,9,22,48.02,48.02,39.02,70.86,250,8.05546,9.2700622588,0,1022.1,1022.1,10,"0"
2013,1,9,23,48.02,48.02,37.04,65.56,250,17.2617,19.864419126,0,1022.4,1022.4,10,"0"
2013,1,10,5,41,46.94,32,70.08,260,14.96014,17.2158299092,0,1024.1,1024.6,10,"0"
2013,1,10,6,39.02,46.04,30.02,69.86,280,13.80936,15.8915353008,0,1025.2,1025.9,10,"1"
2013,1,10,7,39.02,46.04,28.94,66.85,290,16.11092,18.5401245176,0,1026.1,1026.9,10,"1"
2013,1,10,8,39.92,44.06,26.96,59.5,320,11.5078,13.242946084,0,1027.1,1027.5,10,"1"
2013,1,10,9,41,44.06,26.06,54.97,320,19.56326,22.5130083428,0,1027.6,1028.2,10,"1"
2013,1,10,10,41,42.98,26.06,54.97,330,12.65858,14.5672406924,0,1028.9,1029,10,"1"
2013,1,10,11,39.92,42.08,24.98,54.81,310,14.96014,17.2158299092,0,1029.6,1030,10,"1"
2013,1,10,12,41,42.08,24.98,52.56,330,16.11092,18.5401245176,0,1031.1,1031.4,10,"1"
2013,1,10,13,42.98,44.06,24.98,48.7,330,14.96014,17.2158299092,0,1032,1032.2,10,"1"
2013,1,10,14,44.06,44.96,24.98,46.73,330,21.86482,25.1615975596,0,1032.6,1032.8,10,"1"
2013,1,10,15,44.06,46.04,24.08,45.01,330,21.86482,25.1615975596,0,1032.1,1032.8,10,"1"
2013,1,10,16,44.96,46.94,21.92,39.72,340,16.11092,18.5401245176,0,1031.2,1032,10,"1"
2013,1,10,17,46.04,48.92,21.92,38.12,320,16.11092,18.5401245176,0,1030.7,1031.3,10,"1"
2013,1,10,18,46.94,50,21.92,35.47,340,16.11092,18.5401245176,0,1031.3,1031.7,10,"1"
2013,1,10,19,48.02,50,21.92,35.38,300,11.5078,13.242946084,0,1031.6,1032,10,"1"
2013,1,10,20,46.94,48.92,23,38.56,330,12.65858,14.5672406924,0,1032.1,1032.5,10,"1"
2013,1,10,21,44.96,46.94,23,39.9,330,12.65858,14.5672406924,0,1032.5,1033,10,"1"
2013,1,10,22,44.06,44.06,19.94,37.79,320,6.90468,7.9457676504,0,1033.2,1033.2,10,"1"
2013,1,10,23,44.06,44.06,21.02,39.57,310,6.90468,7.9457676504,0,1033.8,1033.8,10,"0"
2013,1,11,5,37.94,39.02,24.98,59.22,40,8.05546,9.2700622588,0,1033.6,1034.1,10,"0"
2013,1,11,6,37.04,39.02,24.08,59.09,60,8.05546,9.2700622588,0,1033.2,1033.7,10,"1"
2013,1,11,7,33.98,37.94,24.08,63.91,50,6.90468,7.9457676504,0,1032.8,1033.5,10,"1"
2013,1,11,8,33.98,37.94,24.08,66.72,50,6.90468,7.9457676504,0,1032.2,1032.7,10,"1"
2013,1,11,9,35.06,37.04,24.98,66.36,60,6.90468,7.9457676504,0,1031.3,1031.6,10,"1"
2013,1,11,10,35.96,37.94,24.98,64.03,90,6.90468,7.9457676504,0,1031.5,1031.8,10,"1"
2013,1,11,11,37.04,37.94,26.06,61.94,90,4.60312,5.2971784336,0,1031.8,1032.5,10,"0"
2013,1,11,12,35.96,39.02,26.06,66.97,90,5.7539,6.621473042,0,1031.9,1032.7,10,"1"
2013,1,11,13,39.02,41,28.94,64.43,80,8.05546,9.2700622588,0,1031.4,1031.8,10,"1"
2013,1,11,14,39.02,42.08,30.92,64.35,80,6.90468,7.9457676504,0,1031.1,1031.8,10,"1"
2013,1,11,15,39.92,42.98,32,64.93,100,9.20624,10.5943568672,0,1029.7,1030.7,10,"1"
2013,1,11,16,39.92,44.06,33.98,70.3,90,11.5078,13.242946084,0,1028.4,1028.8,10,"1"
2013,1,11,17,41,44.96,35.96,70.52,,9.20624,10.5943568672,0,1027.3,1027.9,10,"1"
2013,1,11,18,41,44.96,37.04,76.06,90,10.35702,11.9186514756,0,1026.6,1027.2,10,"1"
2013,1,11,19,39.92,44.96,37.94,76.32,90,9.20624,10.5943568672,0,1025.9,1026.5,10,"1"
2013,1,11,20,39.92,44.96,39.92,82.6,110,9.20624,10.5943568672,0.01,1024.9,1025.4,10,"1"
2013,1,11,21,41,46.4,41,87.09,90,9.20624,10.5943568672,0.03,,,10,"1"
2013,1,11,22,44.6,44.6,42.8,93.35,110,6.90468,7.9457676504,0.01,,,7,"0"
2013,1,11,23,46.4,46.4,44.6,93.4,150,12.65858,14.5672406924,0.06,,,7,"0"
2013,1,12,5,42.8,48.02,46.04,100,70,8.05546,9.2700622588,0.04,,,1.5,"0"
2013,1,12,6,44.06,48.92,48.02,96.69,340,9.20624,10.5943568672,0.01,1018.5,1018.8,1.5,"0"
2013,1,12,7,44.06,44.96,44.06,100,360,10.35702,11.9186514756,0.01,1018.7,1019.2,1.5,"0"
2013,1,12,8,44.6,44.96,44.6,100,350,10.35702,11.9186514756,0.01,,,4,"1"
2013,1,12,9,44.6,44.96,44.6,100,20,10.35702,11.9186514756,0,,,6,"1"
2013,1,12,10,44.6,44.96,44.6,100,350,9.20624,10.5943568672,0,,,6,"1"
2013,1,12,11,44.06,44.96,44.06,100,20,12.65858,14.5672406924,0,1019.5,1019.6,6,"1"
2013,1,12,12,44.06,44.96,44.06,96.63,360,10.35702,11.9186514756,0,,,7,"1"
2013,1,12,13,44.6,44.96,44.06,96.63,50,12.65858,14.5672406924,0,,,7,"0"
2013,1,12,14,44.06,46.04,44.06,92.75,50,11.5078,13.242946084,0,1020.9,1021.1,7,"1"
2013,1,12,15,44.06,46.94,44.96,92.78,360,8.05546,9.2700622588,0,1020.9,1021.1,7,"1"
2013,1,12,16,44.06,48.02,44.96,92.75,330,5.7539,6.621473042,0,1020.4,1020.8,7,"1"
2013,1,12,17,44.6,46.94,44.96,93.35,360,9.20624,10.5943568672,0,,,6,"1"
2013,1,12,18,44.6,48.02,44.96,93.35,320,5.7539,6.621473042,0,,,6,"1"
2013,1,12,19,44.06,48.02,44.96,92.75,70,5.7539,6.621473042,0,1020.3,1021,6,"1"
2013,1,12,20,44.06,48.2,44.6,92.69,60,6.90468,7.9457676504,0,,,5,"0"
2013,1,12,21,44.06,46.94,44.96,92.78,50,5.7539,6.621473042,0,1021,1021.5,2.5,"0"
2013,1,12,22,44.96,44.96,42.98,92.72,10,5.7539,6.621473042,0,1022.2,1022.2,2,"0"
2013,1,12,23,44.06,44.06,42.08,92.69,20,4.60312,5.2971784336,0,1021.6,1021.6,1,"0"
2013,1,13,5,42.8,46.4,44.6,100,0,0,0,0,,,0.25,"1"
2013,1,13,6,42.8,44.96,44.96,100,90,3.45234,3.9728838252,0,,,0.25,"1"
2013,1,13,7,42.08,44.6,44.6,100,120,4.60312,5.2971784336,0,,,0.25,"1"
2013,1,13,8,42.8,44.6,44.6,100,200,6.90468,7.9457676504,0,,,0.25,"1"
2013,1,13,9,42.8,44.6,44.6,100,200,5.7539,6.621473042,0,,,0.25,"1"
2013,1,13,10,42.8,44.6,44.6,100,210,5.7539,6.621473042,0,,,0.25,"1"
2013,1,13,11,42.8,44.6,44.6,100,200,6.90468,7.9457676504,0,,,0.5,"1"
2013,1,13,12,42.8,44.6,44.6,100,160,8.05546,9.2700622588,0,,,0.25,"1"
2013,1,13,13,42.8,44.06,44.06,100,160,6.90468,7.9457676504,0,,,0.25,"1"
2013,1,13,14,44.06,44.06,44.06,100,170,9.20624,10.5943568672,0,1020.9,1021.5,0.25,"1"
2013,1,13,15,44.06,44.6,44.06,100,180,9.20624,10.5943568672,0,,,1.25,"1"
2013,1,13,16,44.6,46.4,44.6,96.63,190,8.05546,9.2700622588,0,,,3,"1"
2013,1,13,17,44.06,46.4,44.6,95.95,,6.90468,7.9457676504,0,,,5,"1"
2013,1,13,18,44.96,48.02,44.96,92.72,180,9.20624,10.5943568672,0,,,6,"1"
2013,1,13,19,46.4,48.2,44.6,87.28,190,9.20624,10.5943568672,0,,,9,"1"
2013,1,13,20,46.04,46.94,44.6,93.4,160,10.35702,11.9186514756,0,,,9,"1"
2013,1,13,21,46.94,46.94,44.06,89.65,180,10.35702,11.9186514756,0,1017.5,1018.2,10,"1"
2013,1,13,22,46.94,46.94,44.96,92.78,180,12.65858,14.5672406924,0,1018.2,1018.2,10,"1"
2013,1,13,23,46.4,46.4,44.6,93.4,170,14.96014,17.2158299092,0,,,2,"1"
2013,1,14,5,46.4,48.2,48.2,100,170,3.45234,3.9728838252,0,,,1.5,"0"
2013,1,14,6,48.02,50,48.92,100,190,3.45234,3.9728838252,0,,,2,"1"
2013,1,14,7,48.02,50,48.92,100,180,4.60312,5.2971784336,0,,,2,"1"
2013,1,14,8,48.02,48.92,48.92,100,190,6.90468,7.9457676504,0,1015.6,1016.1,0.5,"1"
2013,1,14,9,48.02,48.92,48.2,100,200,5.7539,6.621473042,0,,,0.5,"1"
2013,1,14,10,46.4,48.92,48.92,100,200,6.90468,7.9457676504,0.01,,,0.5,"1"
2013,1,14,11,48.02,51.08,51.08,100,,6.90468,7.9457676504,0,1016,1016.5,0.5,"1"
2013,1,14,12,48.2,51.8,51.8,100,290,6.90468,7.9457676504,0,,,0.5,"1"
